writer_id,line_id,Text
128,b06-019-07-06__1_Nato,Nato
128,b06-019-08-01__1_with,with
128,b06-019-08-02__1_four,four
128,b06-019-08-04__1_of,of
128,b06-019-09-00__1_British,British
128,b06-019-09-01__1_troops,troops
116,b05-032-00-00__2_The,The
116,b05-032-00-02__2_from,from
116,b05-032-00-03__2_the,the
116,b05-032-00-04__2_New,New
116,b05-032-00-05__2_World,World
116,b05-032-00-06__2_who,who
116,b05-032-00-07__2_had,had
116,b05-032-01-00__2_been,been
116,b05-032-01-01__2_in,in
116,b05-032-01-02__2_Britain,Britain
116,b05-032-01-03__2_many,many
116,b05-032-01-04__2_times,times
116,b05-032-01-05__2_before,before
116,b05-032-01-07__2_were,were
116,b05-032-02-01__2_stunned,stunned
116,b05-032-02-04__2_they,they
116,b05-032-02-05__2_said,said
116,b05-032-02-08__2_We,We
116,b05-032-02-09__2_thought,thought
116,b05-032-03-00__2_we,we
116,b05-032-03-01__2_knew,knew
116,b05-032-03-02__2_it,it
116,b05-032-03-03__2_all,all
116,b05-032-03-05__2_but,but
116,b05-032-03-06__2_you,you
116,b05-032-03-08__2_never,never
116,b05-032-03-09__2_run,run
116,b05-032-04-00__2_out,out
116,b05-032-04-01__2_of,of
116,b05-032-04-03__2_stones,stones
116,b05-032-05-00__2_To,To
116,b05-032-05-01__2_the,the
116,b05-032-05-02__2_British,British
116,b05-032-05-03__2_Travel,Travel
116,b05-032-05-06__2_doing,doing
116,b05-032-05-07__2_their,their
116,b05-032-06-03__2_offer,offer
116,b05-032-06-04__2_these,these
116,b05-032-06-05__2_sad,sad
116,b05-032-06-08__2_IN,IN
116,b05-032-06-09__2_the,the
116,b05-032-07-00__2_the,the
116,b05-032-07-02__2_took,took
116,b05-032-07-04__2_to,to
116,b05-032-07-05__2_their,their
116,b05-032-07-06__2_looms,looms
116,b05-032-07-07__2_and,and
116,b05-032-08-00__2_many,many
116,b05-032-08-02__2_good,good
116,b05-032-08-03__2_trade,trade
116,b05-032-08-05__2_since,since
116,b05-032-08-06__2_then,then
116,b05-032-08-07__2_has,has
116,b05-032-08-09__2_in,in
116,b05-032-08-10__2_the,the
116,b05-032-09-00__2_hope,hope
116,b05-032-09-01__2_of,of
116,b05-032-09-03__2_the,the
116,b05-032-09-04__2_lot,lot
116,b05-032-09-05__2_of,of
116,b05-032-09-06__2_his,his
116,b05-032-09-07__2_fellow,fellow
116,b05-032-09-08__2_workers,workers
116,b05-032-09-10__2_taken,taken
116,b05-032-10-00__2_the,the
116,b05-032-10-02__2_Luddite,Luddite
116,b05-032-10-03__2_hammer,hammer
116,b05-032-10-04__2_again,again
85,a06-124-00-00__3_The,The
85,a06-124-00-01__3_big,big
85,a06-124-00-03__3_squeeze,squeeze
85,a06-124-00-05__3_means,means
85,a06-124-00-06__3_that,that
85,a06-124-00-07__3_it,it
85,a06-124-00-08__3_is,is
85,a06-124-00-09__3_going,going
85,a06-124-00-10__3_to,to
85,a06-124-00-11__3_be,be
85,a06-124-00-12__3_more,more
85,a06-124-01-01__3_to,to
85,a06-124-01-02__3_arrange,arrange
85,a06-124-01-04__3_loan,loan
85,a06-124-01-05__3_or,or
85,a06-124-01-08__3_And,And
85,a06-124-01-09__3_banks,banks
85,a06-124-01-10__3_will,will
85,a06-124-01-11__3_be,be
85,a06-124-02-01__3_in,in
85,a06-124-02-06__3_This,This
85,a06-124-02-07__3_is,is
85,a06-124-02-09__3_in,in
85,a06-124-03-00__3_the,the
85,a06-124-03-01__3_Central,Central
85,a06-124-03-03__3_weekly,weekly
85,a06-124-03-04__3_return,return
85,a06-124-03-07__3_which,which
85,a06-124-03-08__3_shows,shows
85,a06-124-03-09__3_that,that
85,a06-124-03-10__3_more,more
85,a06-124-04-00__3_than,than
85,a06-124-04-02__3_of,of
85,a06-124-04-03__3_the,the
85,a06-124-04-05__3_money,money
85,a06-124-04-06__3_is,is
85,a06-124-04-07__3_now,now
85,a06-124-04-08__3_frozen,frozen
85,a06-124-04-09__3_in,in
85,a06-124-04-10__3_the,the
85,a06-124-05-00__3_form,form
85,a06-124-05-01__3_of,of
85,a06-124-05-02__3_special,special
85,a06-124-05-04__3_with,with
85,a06-124-05-05__3_the,the
85,a06-124-05-06__3_Bank,Bank
85,a06-124-05-07__3_of,of
85,a06-124-05-08__3_England,England
232,e04-022-00-00__4_Decide,Decide
232,e04-022-00-01__4_on,on
232,e04-022-00-02__4_the,the
232,e04-022-00-04__4_angle,angle
232,e04-022-00-05__4_of,of
232,e04-022-00-06__4_slope,slope
232,e04-022-01-00__4_keeping,keeping
232,e04-022-01-02__4_flat,flat
232,e04-022-01-03__4_on,on
232,e04-022-01-04__4_the,the
232,e04-022-01-05__4_chair,chair
232,e04-022-01-06__4_seat,seat
232,e04-022-01-08__4_and,and
232,e04-022-01-09__4_mark,mark
232,e04-022-02-00__4_off,off
232,e04-022-02-01__4_the,the
232,e04-022-02-02__4_exact,exact
232,e04-022-02-04__4_of,of
232,e04-022-02-06__4_on,on
232,e04-022-02-07__4_the,the
232,e04-022-02-08__4_side,side
232,e04-022-03-00__4_pieces,pieces
232,e04-022-03-02__4_These,These
232,e04-022-03-03__4_can,can
232,e04-022-03-04__4_then,then
232,e04-022-03-05__4_be,be
232,e04-022-03-06__4_cut,cut
232,e04-022-03-07__4_at,at
232,e04-022-03-08__4_the,the
232,e04-022-03-09__4_correct,correct
232,e04-022-04-00__4_angle,angle
232,e04-022-04-01__4_and,and
232,e04-022-04-03__4_is,is
232,e04-022-04-04__4_glued,glued
232,e04-022-04-05__4_and,and
232,e04-022-04-06__4_nailed,nailed
232,e04-022-04-07__4_in,in
232,e04-022-04-08__4_place,place
232,e04-022-05-01__4_piece,piece
232,e04-022-05-02__4_of,of
232,e04-022-05-04__4_is,is
232,e04-022-05-05__4_then,then
232,e04-022-05-06__4_cut,cut
232,e04-022-05-07__4_and,and
232,e04-022-05-08__4_pinned,pinned
232,e04-022-06-00__4_to,to
232,e04-022-06-01__4_the,the
232,e04-022-06-02__4_frame,frame
232,e04-022-06-03__4_and,and
232,e04-022-06-04__4_its,its
232,e04-022-06-05__4_edges,edges
232,e04-022-06-06__4_planed,planed
232,e04-022-06-07__4_off,off
232,e04-022-07-00__4_flush,flush
342,g06-042k-00-00__5_Nor,Nor
342,g06-042k-00-01__5_is,is
342,g06-042k-00-02__5_this,this
342,g06-042k-00-03__5_to,to
342,g06-042k-00-04__5_be,be
342,g06-042k-00-06__5_at,at
342,g06-042k-00-08__5_for,for
342,g06-042k-00-09__5_even,even
342,g06-042k-00-10__5_today,today
342,g06-042k-00-12__5_in,in
342,g06-042k-01-00__5_the,the
342,g06-042k-01-03__5_no,no
342,g06-042k-01-04__5_cure,cure
342,g06-042k-01-05__5_has,has
342,g06-042k-01-06__5_been,been
342,g06-042k-01-07__5_found,found
342,g06-042k-01-08__5_for,for
342,g06-042k-01-09__5_the,the
342,g06-042k-02-03__5_As,As
342,g06-042k-02-04__5_early,early
342,g06-042k-02-05__5_as,as
342,g06-042k-02-08__5_when,when
342,g06-042k-03-01__5_himself,himself
342,g06-042k-03-02__5_to,to
342,g06-042k-03-03__5_be,be
342,g06-042k-03-04__5_on,on
342,g06-042k-03-05__5_the,the
342,g06-042k-03-06__5_point,point
342,g06-042k-03-07__5_of,of
342,g06-042k-03-08__5_death,death
342,g06-042k-04-00__5_the,the
342,g06-042k-04-01__5_new,new
342,g06-042k-04-02__5_German,German
342,g06-042k-04-04__5_method,method
342,g06-042k-04-05__5_known,known
342,g06-042k-04-06__5_as,as
342,g06-042k-05-01__5_had,had
342,g06-042k-05-02__5_been,been
342,g06-042k-05-03__5_brought,brought
342,g06-042k-05-04__5_to,to
342,g06-042k-05-05__5_his,his
342,g06-042k-05-06__5_notice,notice
340,g06-011i-00-00__6_By,By
340,g06-011i-00-01__6_the,the
340,g06-011i-00-02__6_end,end
340,g06-011i-00-03__6_of,of
340,g06-011i-00-04__6_the,the
340,g06-011i-00-05__6_month,month
340,g06-011i-00-06__6_he,he
340,g06-011i-00-07__6_still,still
340,g06-011i-00-09__6_in,in
340,g06-011i-00-10__6_Naples,Naples
340,g06-011i-01-00__6_He,He
340,g06-011i-01-01__6_told,told
340,g06-011i-01-03__6_that,that
340,g06-011i-01-04__6_he,he
340,g06-011i-01-05__6_enjoyed,enjoyed
340,g06-011i-01-06__6_it,it
340,g06-011i-01-07__6_as,as
340,g06-011i-01-08__6_much,much
340,g06-011i-01-09__6_as,as
340,g06-011i-01-10__6_his,his
340,g06-011i-02-00__6_health,health
340,g06-011i-02-02__6_him,him
340,g06-011i-02-03__6_to,to
340,g06-011i-02-04__6_enjoy,enjoy
340,g06-011i-02-08__6_The,The
340,g06-011i-02-09__6_Pearl,Pearl
340,g06-011i-02-12__6_he,he
340,g06-011i-03-00__6_wrote,wrote
340,g06-011i-03-03__6_is,is
340,g06-011i-03-04__6_arrived,arrived
340,g06-011i-03-06__6_which,which
340,g06-011i-03-07__6_is,is
340,g06-011i-03-09__6_great,great
340,g06-011i-04-00__6_seems,seems
340,g06-011i-04-01__6_to,to
340,g06-011i-04-02__6_be,be
340,g06-011i-04-03__6_tired,tired
340,g06-011i-04-05__6_he,he
340,g06-011i-04-06__6_is,is
340,g06-011i-04-07__6_going,going
340,g06-011i-04-08__6_out,out
340,g06-011i-04-09__6_fast,fast
340,g06-011i-04-12__6_What,What
340,g06-011i-04-14__6_gay,gay
340,g06-011i-05-00__6_lively,lively
340,g06-011i-05-01__6_people,people
340,g06-011i-05-03__6_and,and
340,g06-011i-05-04__6_what,what
340,g06-011i-05-06__6_busy,busy
340,g06-011i-05-07__6_town,town
340,g06-011i-05-09__6_At,At
340,g06-011i-05-10__6_Rome,Rome
340,g06-011i-05-12__6_every,every
340,g06-011i-05-13__6_other,other
340,g06-011i-06-00__6_man,man
340,g06-011i-06-01__6_was,was
340,g06-011i-06-03__6_priest,priest
340,g06-011i-06-05__6_here,here
340,g06-011i-06-06__6_the,the
340,g06-011i-06-07__6_priest,priest
340,g06-011i-06-08__6_is,is
340,g06-011i-06-10__6_by,by
340,g06-011i-07-00__6_the,the
340,g06-011i-07-01__6_soldier,soldier
340,g06-011i-07-05__6_change,change
340,g06-011i-07-06__6_in,in
340,g06-011i-07-07__6_my,my
340,g06-011i-07-08__6_eye,eye
340,g06-011i-08-00__6_as,as
340,g06-011i-08-01__6_the,the
340,g06-011i-08-02__6_troops,troops
340,g06-011i-08-03__6_are,are
340,g06-011i-08-04__6_very,very
340,g06-011i-08-05__6_fine,fine
25,a02-017-00-00__7_Other,Other
25,a02-017-00-01__7_leading,leading
25,a02-017-00-02__7_members,members
25,a02-017-00-03__7_are,are
25,a02-017-00-05__7_Sir,Sir
25,a02-017-00-06__7_Henry,Henry
25,a02-017-00-07__7_Lintott,Lintott
25,a02-017-00-08__7_from,from
25,a02-017-01-00__7_the,the
25,a02-017-01-03__7_Office,Office
25,a02-017-01-05__7_Sir,Sir
25,a02-017-01-06__7_William,William
25,a02-017-02-03__7_Office,Office
25,a02-017-02-09__7_Bell,Bell
25,a02-017-03-08__7_Andrew,Andrew
25,a02-017-03-10__7_Board,Board
25,a02-017-03-11__7_of,of
25,a02-017-03-12__7_Trade,Trade
25,a02-017-04-00__7_They,They
25,a02-017-04-01__7_will,will
25,a02-017-04-04__7_Heath,Heath
25,a02-017-04-05__7_next,next
25,a02-017-04-06__7_month,month
25,a02-017-04-07__7_when,when
25,a02-017-05-00__7_he,he
25,a02-017-05-01__7_goes,goes
25,a02-017-05-02__7_to,to
25,a02-017-05-06__7_of,of
25,a02-017-05-07__7_the,the
25,a02-017-05-08__7_Common,Common
25,a02-017-06-00__7_Market,Market
25,a02-017-06-03__7_or,or
25,a02-017-06-05__7_the,the
25,a02-017-06-06__7_Six,Six
25,a02-017-06-07__7_decide,decide
25,a02-017-07-01__7_should,should
25,a02-017-07-02__7_be,be
25,a02-017-07-03__7_held,held
128,c06-076-00-01__1_AM,AM
128,c06-076-00-02__1_happy,happy
128,c06-076-00-03__1_to,to
128,c06-076-00-04__1_report,report
128,c06-076-00-05__1_that,that
128,c06-076-00-07__1_saw,saw
128,c06-076-01-00__1_thing,thing
128,c06-076-01-01__1_this,this
128,c06-076-01-02__1_week,week
128,c06-076-01-04__1_have,have
128,c06-076-01-05__1_never,never
128,c06-076-01-06__1_before,before
128,c06-076-02-00__1_either,either
128,c06-076-02-01__1_in,in
128,c06-076-02-03__1_or,or
128,c06-076-02-04__1_outside,outside
128,c06-076-03-00__1_playing,playing
128,c06-076-03-02__1_drunk,drunk
128,c06-076-03-03__1_scene,scene
128,c06-076-03-05__1_and,and
128,c06-076-03-06__1_playing,playing
128,c06-076-03-07__1_it,it
128,c06-076-03-08__1_with,with
128,c06-076-04-00__1_perfect,perfect
128,c06-076-04-01__1_timing,timing
128,c06-076-04-02__1_and,and
128,c06-076-04-05__1_It,It
128,c06-076-04-06__1_gives,gives
128,c06-076-04-07__1_one,one
128,c06-076-04-08__1_loud,loud
128,c06-076-05-00__1_clear,clear
128,c06-076-05-01__1_hiccup,hiccup
128,c06-076-05-02__1_and,and
128,c06-076-05-03__1_falls,falls
128,c06-076-05-04__1_flat,flat
128,c06-076-05-05__1_on,on
128,c06-076-05-06__1_its,its
128,c06-076-05-07__1_back,back
128,c06-076-05-09__1_This,This
128,c06-076-06-01__1_budge,budge
128,c06-076-06-04__1_may,may
128,c06-076-06-05__1_add,add
128,c06-076-06-07__1_gets,gets
128,c06-076-06-08__1_no,no
128,c06-076-06-09__1_credit,credit
128,c06-076-07-00__1_in,in
128,c06-076-07-01__1_the,the
128,c06-076-07-02__1_cast,cast
128,c06-076-07-03__1_list,list
128,c06-076-07-04__1_of,of
128,c06-076-07-05__1_Come,Come
128,c06-076-07-08__1_Odeon,Odeon
128,c06-076-08-03__1_which,which
128,c06-076-08-05__1_that,that
128,c06-076-08-06__1_it,it
128,c06-076-09-00__1_is,is
128,c06-076-09-01__1_either,either
128,c06-076-09-02__1_using,using
128,c06-076-09-05__1_for,for
128,c06-076-09-06__1_the,the
128,c06-076-09-07__1_stunt,stunt
43,a03-014-00-00__8_Two,Two
43,a03-014-00-02__8_from,from
43,a03-014-00-03__8_the,the
43,a03-014-00-04__8_Laotian,Laotian
43,a03-014-01-00__8_of,of
43,a03-014-01-01__8_Prince,Prince
43,a03-014-01-02__8_Boun,Boun
43,a03-014-01-03__8_Oum,Oum
43,a03-014-01-04__8_have,have
43,a03-014-01-05__8_arrived,arrived
43,a03-014-01-06__8_in,in
43,a03-014-02-00__8_Phnom,Phnom
43,a03-014-02-01__8_Penh,Penh
43,a03-014-02-05__8_to,to
43,a03-014-02-06__8_invite,invite
43,a03-014-02-07__8_Prince,Prince
43,a03-014-03-01__8_Phouma,Phouma
43,a03-014-03-03__8_the,the
43,a03-014-03-04__8_former,former
43,a03-014-03-05__8_Prime,Prime
43,a03-014-04-00__8_ister,ister
43,a03-014-04-02__8_to,to
43,a03-014-04-03__8_return,return
43,a03-014-04-04__8_to,to
43,a03-014-04-05__8_Laos,Laos
43,a03-014-04-07__8_No,No
43,a03-014-04-08__8_details,details
43,a03-014-04-09__8_of,of
43,a03-014-05-00__8_their,their
43,a03-014-05-01__8_mission,mission
43,a03-014-05-02__8_have,have
43,a03-014-05-03__8_been,been
43,a03-014-05-06__8_but,but
43,a03-014-05-07__8_it,it
43,a03-014-06-00__8_was,was
43,a03-014-06-02__8_earlier,earlier
43,a03-014-06-03__8_in,in
43,a03-014-06-04__8_Laos,Laos
43,a03-014-06-05__8_that,that
43,a03-014-06-06__8_Prince,Prince
43,a03-014-07-00__8_Boun,Boun
43,a03-014-07-01__8_Oum,Oum
43,a03-014-07-02__8_was,was
43,a03-014-07-04__8_asking,asking
43,a03-014-08-00__8_Prince,Prince
43,a03-014-08-02__8_Phouma,Phouma
43,a03-014-08-03__8_to,to
43,a03-014-08-04__8_join,join
43,a03-014-08-05__8_his,his
644,r02-065-00-00__9_They,They
644,r02-065-00-01__9_closed,closed
644,r02-065-00-02__9_on,on
644,r02-065-00-04__9_single,single
644,r02-065-00-05__9_bundle,bundle
644,r02-065-00-06__9_and,and
644,r02-065-00-09__9_with,with
644,r02-065-01-00__9_nervous,nervous
644,r02-065-01-03__9_he,he
644,r02-065-01-04__9_pulled,pulled
644,r02-065-01-05__9_it,it
644,r02-065-01-06__9_out,out
644,r02-065-01-08__9_His,His
644,r02-065-01-09__9_eye,eye
644,r02-065-02-00__9_rested,rested
644,r02-065-02-01__9_on,on
644,r02-065-02-03__9_wad,wad
644,r02-065-02-04__9_of,of
644,r02-065-02-05__9_stiff,stiff
644,r02-065-02-06__9_white,white
644,r02-065-02-07__9_paper,paper
644,r02-065-02-08__9_printed,printed
644,r02-065-02-09__9_on,on
644,r02-065-02-10__9_one,one
644,r02-065-03-00__9_side,side
644,r02-065-03-03__9_Old,Old
644,r02-065-03-05__9_fivers,fivers
644,r02-065-03-08__9_he,he
644,r02-065-03-10__9_again,again
644,r02-065-03-12__9_and,and
644,r02-065-04-00__9_tried,tried
644,r02-065-04-01__9_to,to
644,r02-065-04-02__9_recall,recall
644,r02-065-04-03__9_if,if
644,r02-065-04-04__9_they,they
644,r02-065-04-05__9_were,were
644,r02-065-04-06__9_still,still
644,r02-065-04-07__9_legal,legal
644,r02-065-04-08__9_tender,tender
644,r02-065-04-10__9_Surely,Surely
644,r02-065-04-11__9_the,the
644,r02-065-05-01__9_and,and
644,r02-065-05-03__9_of,of
644,r02-065-05-04__9_the,the
644,r02-065-05-05__9_Bank,Bank
644,r02-065-05-06__9_of,of
644,r02-065-05-07__9_England,England
644,r02-065-05-08__9_would,would
644,r02-065-05-09__9_never,never
644,r02-065-06-00__9_break,break
644,r02-065-06-01__9_their,their
644,r02-065-06-02__9_promise,promise
644,r02-065-06-03__9_to,to
644,r02-065-06-04__9_pay,pay
644,r02-065-06-05__9_on,on
644,r02-065-06-06__9_rude,rude
644,r02-065-06-07__9_demand,demand
644,r02-065-06-09__9_let,let
644,r02-065-07-00__9_alone,alone
644,r02-065-07-01__9_on,on
644,r02-065-07-02__9_polite,polite
644,r02-065-07-03__9_request,request
123,b06-023-00-01__10_these,these
123,b06-023-00-04__10_force,force
123,b06-023-00-05__10_of,of
123,b06-023-00-06__10_over,over
123,b06-023-01-02__10_by,by
123,b06-023-01-03__10_the,the
123,b06-023-01-05__10_is,is
123,b06-023-01-06__10_growing,growing
123,b06-023-02-00__10_up,up
123,b06-023-02-02__10_These,These
123,b06-023-02-06__10_are,are
123,b06-023-02-07__10_in,in
123,b06-023-02-08__10_fact,fact
123,b06-023-02-09__10_fighter,fighter
123,b06-023-02-10__10_bombers,bombers
123,b06-023-03-00__10_which,which
123,b06-023-03-01__10_could,could
123,b06-023-03-02__10_launch,launch
123,b06-023-03-03__10_an,an
123,b06-023-03-04__10_atomic,atomic
123,b06-023-03-05__10_attack,attack
123,b06-023-03-06__10_on,on
123,b06-023-04-00__10_Eastern,Eastern
123,b06-023-04-01__10_Europe,Europe
123,b06-023-04-03__10_By,By
123,b06-023-04-05__10_the,the
123,b06-023-04-06__10_Germans,Germans
123,b06-023-04-07__10_plan,plan
123,b06-023-04-08__10_to,to
123,b06-023-04-09__10_have,have
123,b06-023-05-00__10_nine,nine
123,b06-023-05-01__10_missile,missile
123,b06-023-05-04__10_with,with
123,b06-023-05-07__10_and,and
123,b06-023-06-01__10_firing,firing
123,b06-023-06-02__10_ramps,ramps
123,b06-023-06-05__10_weapons,weapons
123,b06-023-06-06__10_like,like
123,b06-023-06-07__10_Matador,Matador
123,b06-023-07-01__10_range,range
123,b06-023-07-03__10_miles,miles
123,b06-023-07-06__10_also,also
123,b06-023-07-08__10_by,by
123,b06-023-07-09__10_the,the
343,g06-037l-00-00__11_God,God
343,g06-037l-00-01__11_grant,grant
343,g06-037l-00-03__11_however,however
343,g06-037l-00-05__11_that,that
343,g06-037l-00-07__11_may,may
343,g06-037l-00-08__11_be,be
343,g06-037l-00-10__11_false,false
343,g06-037l-00-11__11_prophet,prophet
343,g06-037l-00-13__11_that,that
343,g06-037l-01-00__11_all,all
343,g06-037l-01-01__11_may,may
343,g06-037l-01-02__11_go,go
343,g06-037l-01-03__11_well,well
343,g06-037l-01-05__11_Sir,Sir
343,g06-037l-01-07__11_Peel,Peel
343,g06-037l-01-08__11_was,was
343,g06-037l-01-09__11_here,here
343,g06-037l-02-00__11_but,but
343,g06-037l-02-01__11_an,an
343,g06-037l-02-02__11_express,express
343,g06-037l-02-03__11_took,took
343,g06-037l-02-04__11_him,him
343,g06-037l-02-05__11_off,off
343,g06-037l-03-00__11_While,While
343,g06-037l-03-01__11_he,he
343,g06-037l-03-02__11_was,was
343,g06-037l-03-03__11_in,in
343,g06-037l-03-04__11_Naples,Naples
343,g06-037l-03-05__11_there,there
343,g06-037l-03-06__11_had,had
343,g06-037l-03-07__11_opened,opened
343,g06-037l-03-09__11_new,new
343,g06-037l-03-10__11_chapter,chapter
343,g06-037l-04-00__11_in,in
343,g06-037l-04-01__11_the,the
343,g06-037l-04-02__11_history,history
343,g06-037l-04-03__11_of,of
343,g06-037l-04-06__11_search,search
343,g06-037l-04-07__11_for,for
343,g06-037l-05-00__11_an,an
343,g06-037l-05-03__11_of,of
343,g06-037l-05-04__11_his,his
343,g06-037l-05-05__11_painful,painful
343,g06-037l-05-06__11_malady,malady
343,g06-037l-05-08__11_None,nan
343,g06-037l-06-00__11_of,of
343,g06-037l-06-01__11_the,the
343,g06-037l-06-05__11_to,to
343,g06-037l-06-06__11_which,which
343,g06-037l-06-07__11_he,he
343,g06-037l-06-08__11_had,had
343,g06-037l-07-00__11_been,been
343,g06-037l-07-02__11_ever,ever
343,g06-037l-07-03__11_since,since
343,g06-037l-07-04__11_the,the
343,g06-037l-07-06__11_had,had
343,g06-037l-07-07__11_first,first
343,g06-037l-08-00__11_shown,shown
343,g06-037l-08-03__11_years,years
343,g06-037l-08-04__11_before,before
343,g06-037l-08-05__11_had,had
343,g06-037l-08-06__11_had,had
343,g06-037l-08-07__11_the,the
343,g06-037l-09-01__11_effect,effect
0,a01-087u-00-01__12_Brown,Brown
0,a01-087u-00-04__12_and,and
0,a01-087u-01-00__12_led,led
0,a01-087u-01-02__12_attack,attack
0,a01-087u-01-03__12_on,on
0,a01-087u-01-04__12_the,the
0,a01-087u-01-05__12_higher,higher
0,a01-087u-01-06__12_health,health
0,a01-087u-02-00__12_charges,charges
0,a01-087u-02-03__12_Powell,Powell
0,a01-087u-02-06__12_and,and
0,a01-087u-03-03__12_replied,replied
0,a01-087u-03-04__12_with,with
0,a01-087u-04-03__12_and,and
0,a01-087u-04-04__12_ended,ended
0,a01-087u-04-05__12_by,by
0,a01-087u-05-00__12_Labour,Labour
0,a01-087u-05-02__12_to,to
0,a01-087u-05-03__12_angry,angry
0,a01-087u-05-04__12_uproar,uproar
0,a01-087u-05-06__12_One,One
0,a01-087u-05-07__12_dealt,dealt
0,a01-087u-06-00__12_with,with
0,a01-087u-06-01__12_the,the
0,a01-087u-06-02__12_human,human
0,a01-087u-06-03__12_issue,issue
0,a01-087u-06-04__12_behind,behind
0,a01-087u-06-05__12_the,the
0,a01-087u-06-06__12_Health,Health
0,a01-087u-07-00__12_Service,Service
0,a01-087u-07-02__12_the,the
0,a01-087u-07-03__12_other,other
0,a01-087u-07-04__12_tried,tried
0,a01-087u-07-05__12_to,to
0,a01-087u-07-06__12_show,show
0,a01-087u-07-07__12_that,that
0,a01-087u-07-08__12_the,the
0,a01-087u-08-01__12_must,must
0,a01-087u-08-02__12_always,always
0,a01-087u-08-03__12_come,come
0,a01-087u-08-04__12_first,first
158,e04-000-00-00__13_HERE,HERE
158,e04-000-00-01__13_is,is
158,e04-000-00-03__13_project,project
158,e04-000-00-04__13_that,that
158,e04-000-00-05__13_will,will
158,e04-000-00-06__13_be,be
158,e04-000-00-08__13_by,by
158,e04-000-00-09__13_the,the
158,e04-000-01-00__13_family,family
158,e04-000-01-01__13_man,man
158,e04-000-01-02__13_or,or
158,e04-000-01-05__13_Unlike,Unlike
158,e04-000-01-06__13_many,many
158,e04-000-02-03__13_this,this
158,e04-000-02-04__13_chair,chair
158,e04-000-02-05__13_is,is
158,e04-000-02-06__13_solidly,solidly
158,e04-000-02-07__13_built,built
158,e04-000-02-08__13_and,and
